timestamp,open,high,low,close
1338508800000,1561.047,1561.047,1559.387,1559.537
1338508860000,1559.537,1559.537,1558.227,1558.537
1338508920000,1558.487,1558.597,1557.688,1557.827
1338508980000,1557.851,1558.453,1557.816,1558.348
1338509040000,1558.367,1559,1558.133,1558.767
1338509100000,1558.773,1558.773,1557.853,1558.224
1338509160000,1558.157,1558.399,1557.981,1558.062
1338509220000,1558.019,1558.204,1555.996,1556.588
1338509280000,1556.777,1557.74,1556.662,1557.74
1338509340000,1557.756,1558.078,1557.173,1557.189
1338509400000,1557.215,1557.274,1556.559,1557.109
1338509460000,1557.093,1557.514,1557.046,1557.177
1338509520000,1557.15,1557.283,1556.89,1556.91
1338509580000,1556.884,1556.921,1556.703,1556.703
1338509640000,1556.687,1556.907,1556.314,1556.775
1338509700000,1556.687,1556.768,1556.547,1556.768
1338509760000,1556.631,1556.763,1556.567,1556.728
1338509820000,1556.771,1556.872,1556.552,1556.653
1338509880000,1556.637,1556.637,1556.163,1556.213
1338509940000,1556.448,1556.649,1556.066,1556.474
1338510000000,1556.252,1556.67,1556.242,1556.434
1338510060000,1556.406,1556.488,1556.145,1556.233
1338510120000,1556.25,1556.347,1555.883,1555.996
1338510180000,1555.903,1556.204,1555.877,1555.95
1338510240000,1555.931,1556.363,1555.931,1556.253
1338510300000,1556.269,1556.448,1556.171,1556.407
1338510360000,1556.193,1556.701,1556.06,1556.252
1338510420000,1556.624,1557.051,1556.368,1556.776
1338510480000,1556.802,1557.168,1556.713,1556.731
1338510540000,1556.761,1557.068,1556.195,1556.819
1338510600000,1556.753,1557.169,1556.615,1556.965
1338510660000,1556.981,1557.455,1556.384,1556.734
1338510720000,1556.701,1557.094,1556.401,1556.401
1338510780000,1556.384,1556.799,1556.384,1556.764
1338510840000,1556.561,1556.739,1556.438,1556.553
1338510900000,1556.531,1556.617,1556.412,1556.504
1338510960000,1556.552,1556.752,1556.465,1556.553
1338511020000,1556.549,1556.7,1556.475,1556.599
1338511080000,1556.616,1556.707,1556.152,1556.152
1338511140000,1556.156,1556.558,1555.904,1556.47
1338511200000,1556.508,1556.787,1556.482,1556.784
1338511260000,1556.755,1556.842,1556.306,1556.306
1338511320000,1556.505,1556.967,1556.325,1556.645
1338511380000,1556.746,1556.984,1556.572,1556.602
